,business_id,name,city,stars_y,0,1,2,3,4,5
0,--I7YYLada0tSLkORTHb5Q,Happy Moose Bar and Grill,Streetsboro,3.5,0.22651759802191654,0.20573640894920758,0.008840391954592557,0.21223161327931406,0.14945092702524934,0.19722306076971996
1,-49WY_TEa9ZEcRk_GnuLog,Cracker Barrel Old Country Store,Sheffield Village,3.5,0.14307155058790683,0.3403826008367059,0.0,0.2951790414344079,0.04113822255442708,0.18022858458655225
2,-8O8sVCnaIKHP-596zN9UA,Blue Canyon Kitchen & Tavern,Twinsburg,3.5,0.2610378861763006,0.27177890761258533,0.010757470058186993,0.22414574548020566,0.023239066982419874,0.20904092369030158
3,-B_4pHQkzU12AMaYkkY4cw,Old Carolina Barbecue Company,Strongsville,3.5,0.15299990436338548,0.5912374875952506,0.013282069647393521,0.14118179484147755,0.04539946369779685,0.055899279854695935
4,-Biboxy2pG3MovBOF_r4SQ,Perkins Restaurant & Bakery,Middleburg Heights,2.5,0.3704488446562829,0.1166057173940211,0.01668930452757455,0.3471389342996341,0.02366405906615447,0.12545314005633273
5,-F0B5F1YLx7093otwgboxw,Wild Eagle Saloon,Cleveland,4.0,0.4741824657302036,0.05011505195341842,0.004604228178972011,0.050214731154071934,0.23330890891688458,0.18757461406644946
6,-GOsHrWPC0meDRgkCEgC8w,TWIISTED Burgers & Sushi,Medina,4.0,0.21925575326687388,0.23201095399325827,0.019197230081323163,0.18095445628796022,0.1239789023826899,0.22460270398789461
7,-K_qGSp7q61BkkjP_FSsEQ,John's Diner,Lakewood,3.5,0.48552321105164004,0.20810136281594058,0.07747028344960129,0.10639758913845754,0.020503555096264867,0.10200399844809571
8,-MC7EFxTsyKMKB3zeP_FIQ,Stownut Donut & Diner,Stow,4.0,0.42671886129601855,0.1590649382508576,0.030532692325851037,0.16364972142877132,0.08073995001491485,0.13929383668358658
9,-N_YCDH4HijYnJ-RisQfHA,Harry Buffalo,Elyria,3.5,0.28043637492594503,0.24992355665249563,0.008008470132095763,0.1521412223423866,0.1476372437899892,0.16185313215708777
10,-OD5KnGJk4Ld8IVa2jAuFA,"First Watch - Breakfast, Brunch & Lunch",Cuyahoga Falls,4.0,0.35481472465667324,0.3373188233286231,0.013137097222781382,0.12972933169771175,0.039626468158079124,0.1253735549361314
11,-PkxxFbXpu0xBUB3rc0O6Q,Gyro kebab House,Elyria,4.5,0.9268026950924725,0.04346458056787542,0.022440047207674157,0.0,0.00729267713197796,0.0
12,-V-fpvR47iZJ5jq8Eit7ng,Murray Hill Market,Cleveland,4.5,0.4850486607994283,0.0,0.06520172290899354,0.3979949926161563,0.0,0.05175462367542176
13,-_DxZ8gKU50sfuZEu4ypKg,Saigon Restaurant and Bar,Cleveland,4.0,0.191545211651969,0.4513760599061101,0.0013568490291599497,0.08583877756777972,0.006643026174734805,0.2632400756702463
14,-bsOmx7bbzaYhnT4fq1Pjg,Fragapane Bakeries,North Olmsted,4.5,0.209371228738824,0.2751279298338409,0.2503293237425241,0.11508515236405358,0.008072310491172734,0.14201405482958465
15,-dFfucHmOtgDmDneps-mgA,Mallorca,Cleveland,3.5,0.2583533709655914,0.33751922558957415,0.006204732993117585,0.16464311875998064,0.00351633173017956,0.22976321996155655
16,-fn65iT4z-nh1Ybfyajxng,La Terraza Bar & Grill,Kent,3.5,0.2550398275094006,0.23094784982128932,0.013352289304228104,0.15280783903270048,0.007931006805206945,0.33992118752717454
17,-kTHAUKuzh7cFZjVAW55Ug,Chipotle Mexican Grill,Cleveland,2.5,0.30842128763883925,0.17578336770793934,0.008426564969036786,0.2433400150831619,0.0167117901786943,0.24731697442232844
18,-lJtyCOTVInWusU9YF120A,Joey's Bistro Bar,Cleveland Heights,3.5,0.11262794297848121,0.39269981673416154,0.15160554418643338,0.18766609661577546,0.007650408205801544,0.1477501912793469
19,-mcuv5UOSmbzi-aQNsUI9A,Jimmy's Backyard BBQ,Cuyahoga Falls,3.5,0.23734358947319345,0.5128845890719594,0.011228284610915027,0.044347875429571554,0.05885762174079355,0.13533803967356697
20,-o0NsIlI4n-qaGThHzJ0Dw,Old Carolina Barbecue,Stow,3.5,0.14375726253476906,0.49445483612635893,0.03298720319592897,0.2658860442719622,0.04166437798719448,0.02125027588378627
21,-vDDh94UcgxSNjMzi4UDBA,Falafel Xpress,Lakewood,4.5,0.32874374651667476,0.4159107022659156,0.03680423601616008,0.1080529623619808,0.033718421034013756,0.07676993180525503
22,-z_DR7omzpcR__l7MbDu0A,Paradise Biryani Pointe,Mayfield,4.0,0.16965493305205426,0.5578078220889232,0.02740893485688522,0.03829277008539686,0.006212527196946608,0.20062301271979385
23,02AVQHu7QOpfa0Mz--DQQg,Dave's Cosmic Subs,Chagrin Falls,4.0,0.34439364067243544,0.24719662311300625,0.03214428024052087,0.14119992712848617,0.03187604557145685,0.20318948327409447
24,02E9r4BQzVrA76Bf7G-KMw,Edison's Pizza Kitchen,Cleveland,4.0,0.07839833132289141,0.03673757030665041,0.7489973671912288,0.061103474054771054,0.009414607608864154,0.06534864951559423
25,03W4GFc3Ll01kxI7BPxRww,Denny's,Independence,3.0,0.17859643375250894,0.17158206807745513,0.01623219033038409,0.36460014846222716,0.03196364754821856,0.23702551182920606
26,06LmLcjFUb6b1HmhNllJZg,Lemongrass Grill,Munroe Falls,4.5,0.17525112222937056,0.5834087539650302,0.0005738679264336568,0.10841286855987645,0.009574617277941254,0.12277877004134782
27,06X34OSshQJPDiyUDHtS0A,Dave's Cosmic Subs,Mentor,4.0,0.2441603670089727,0.34513491430432525,0.07635712888862657,0.11274969457922852,0.05278430291252355,0.16881359230632345
28,0BO3-F1y7nyTEmqb_ZivzA,Shore Restaurant,Lakewood,4.0,0.5714995169455341,0.08254644170482464,0.0021419824350890136,0.07896204077420133,0.0,0.26485001814035086
